Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
51;Chris Boucher;PF;31;TOR;20;0;14.6;2.2;4.9;0.454;0.7;1.9;0.378;1.5;3;0.5;0.526;1.6;2;0.821;1.3;2.7;3.9;0.4;0.4;0.5;0.5;1.8;6.7
52;James Bouknight;SG;23;CHO;1;0;5;2;3;0.667;1;2;0.5;1;1;1;0.833;0;0;0;1;0;1;0;0;0;0;0;5
53;Jamaree Bouyea;PG;24;POR;6;0;9.5;0.8;3.5;0.238;0;1.3;0;0.8;2.2;0.385;0.238;0;0;0;0.3;1.3;1.7;1.3;0;0;1.3;0.5;1.7
54;Malaki Branham;SG;20;SAS;21;9;20.3;3.2;7.8;0.417;1;3.2;0.299;2.3;4.6;0.5;0.479;0.5;0.5;0.909;0.3;1;1.3;2;0.4;0.1;1;1.4;7.9
55;Christian Braun;SG;22;DEN;23;0;20.3;3.4;7.1;0.476;0.6;1.6;0.378;2.8;5.5;0.504;0.518;1.2;1.6;0.73;0.9;3.2;4.1;1.9;0.4;0.3;0.7;1.7;8.6
56;Mikal Bridges;SF;27;BRK;21;21;34.8;8.5;17.2;0.493;2.1;5.7;0.378;6.3;11.5;0.55;0.555;4.1;4.8;0.86;1.1;5;6;4;1;0.6;2.4;1.7;23.2
57;Miles Bridges;SF;25;CHO;10;8;36.8;7.4;14.8;0.5;2.1;5;0.42;5.3;9.8;0.541;0.571;3.3;3.9;0.846;0.9;6.3;7.2;2.7;1.5;0.3;1.5;2;20.2
58;Oshae Brissett;SF;25;BOS;9;0;10;0.3;1.9;0.176;0.1;1;0.111;0.2;0.9;0.25;0.206;0.8;1.3;0.583;0.9;1.4;2.3;0.3;0.4;0;0.2;1;1.6
59;Malcolm Brogdon;PG;31;POR;15;10;28.1;6.1;14.7;0.412;2;5.3;0.38;4.1;9.5;0.43;0.48;2.9;3.6;0.796;1;3;4;6.1;0.9;0.2;1.8;1.3;17
60;Armoni Brooks;PG;25;BRK;5;0;9;1.2;3.4;0.353;1;2.6;0.385;0.2;0.8;0.25;0.5;0;0;0;0.4;1.6;2;0;0;0;0.2;0.2;3.4
61;Dillon Brooks;SF;28;HOU;19;19;31.3;5.1;10.4;0.485;1.9;4.5;0.424;3.2;5.9;0.531;0.576;1.9;2.3;0.837;0.8;2.7;3.5;1.7;1;0.1;1.9;4;13.9
62;Bruce Brown;SG;27;IND;20;20;31.8;4.6;9.7;0.472;1.3;3.7;0.356;3.3;6;0.542;0.539;2.2;2.6;0.843;0.5;3.9;4.4;2.8;1.2;0.3;1.2;2.4;12.6
63;Charlie Brown Jr.;SG;26;NYK;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
64;Jaylen Brown;SF;27;BOS;20;20;34;8.5;18.4;0.462;2.4;6.9;0.341;6.2;11.5;0.535;0.526;2.6;3.7;0.703;0.6;4.3;4.9;3.3;1.2;0.7;2.5;3.1;22
65;Kobe Brown;PF;24;LAC;12;0;9.6;0.8;2.3;0.321;0.4;1.5;0.278;0.3;0.8;0.4;0.411;0.1;0.2;0.5;0.4;1.4;1.8;0.6;0.1;0.2;0.1;1.8;2
66;Moses Brown;C;24;POR;3;0;4.7;1;1.7;0.6;0;0;0;1;1.7;0.6;0.6;0;0.7;0;1.3;0.3;1.7;0.3;0.3;0.3;0;0.3;2
67;Troy Brown Jr.;SF;24;MIN;17;2;15.4;1.9;4.1;0.464;1.1;2.7;0.391;0.8;1.4;0.609;0.594;1;1.2;0.85;0.7;2.1;2.8;0.9;0.4;0.1;0.5;0.9;5.8
68;Jalen Brunson;PG;27;NYK;21;21;35.4;8.9;19.1;0.466;3;6.8;0.441;5.9;12.3;0.481;0.545;4;5;0.808;0.6;3;3.6;5.5;1;0;2;2.1;24.8
69;Thomas Bryant;C;26;MIA;13;3;12.9;2.1;4.2;0.5;0;0.2;0;2.1;3.9;0.529;0.5;0.9;1.2;0.8;1;2.8;3.8;0.6;0.5;0.3;0.9;1.3;5.1
70;Kobe Bufkin;SG;20;ATL;2;0;2;0;1.5;0;0;0.5;0;0;1;0;0;0.5;1;0.5;0.5;0.5;1;0;0;0;0;0;0.5
71;Reggie Bullock;SF;32;HOU;9;0;9.1;0.6;1.7;0.333;0.4;1.4;0.308;0.1;0.2;0.5;0.467;0.1;0.1;1;0.2;1.2;1.4;0.3;0.1;0.1;0.2;0.8;1.7
72;Alec Burks;SG;32;DET;15;0;19.2;2.9;8.2;0.35;1.9;5.3;0.367;0.9;2.9;0.318;0.467;2.8;3.2;0.875;0.5;1.9;2.4;1.8;0.3;0.3;0.5;1.5;10.5
73;Jared Butler;SG;23;WAS;9;0;7;0.9;2.4;0.364;0.3;1.3;0.25;0.6;1.1;0.5;0.432;0.7;0.8;0.857;0;0.8;0.8;1.4;0.4;0.1;0.8;1.2;2.8
74;Jimmy Butler;PF;34;MIA;18;18;34.1;6.8;14.9;0.459;1;2.6;0.391;5.8;12.3;0.473;0.493;7.2;8.2;0.884;2;3.2;5.2;4.1;1.2;0.4;1.7;0.9;21.9
75;Jamal Cain;PF;24;MIA;6;0;12.7;1.3;2.8;0.471;0.3;1.5;0.222;1;1.3;0.75;0.529;0.3;0.8;0.4;0.5;1;1.5;0;0.7;0;0.3;0.8;3.3
76;Kentavious Caldwell-Pope;SG;30;DEN;23;23;33.9;3.8;8.3;0.458;1.6;3.8;0.414;2.3;4.6;0.495;0.552;1.7;1.9;0.93;0.4;1.5;1.9;2.7;1.6;0.4;1.2;2;11
77;Toumani Camara;PF;23;POR;21;12;25.3;2.5;6.6;0.374;0.8;3;0.25;1.7;3.6;0.48;0.432;1;1.3;0.741;2.1;2.6;4.7;1;0.9;0.6;1.1;2.8;6.7
78;Clint Capela;C;29;ATL;21;21;25;4.6;8.1;0.567;0;0;0;4.6;8.1;0.567;0.567;1.5;2.5;0.615;4.8;5.7;10.5;1.1;0.7;1.7;0.9;2.5;10.8
79;Jevon Carter;PG;28;CHI;23;0;14.1;2;5.2;0.387;1.1;3.2;0.356;0.9;2;0.435;0.496;0;0;0;0.1;0.4;0.5;1.3;0.5;0.3;0.7;1.1;5.1
80;Wendell Carter Jr.;C;24;ORL;5;5;29.4;3.4;9;0.378;1;3.2;0.313;2.4;5.8;0.414;0.433;1.6;2.8;0.571;2.2;6.4;8.6;1.6;0.6;0.4;1.6;2.8;9.4
81;Alex Caruso;SG;29;CHI;20;9;23.5;3.4;6.3;0.536;1.6;3.5;0.464;1.8;2.8;0.625;0.664;1.2;1.6;0.774;1.3;2.2;3.4;2.3;1.3;0.8;1.4;2.3;9.5
82;Colin Castleton;C;23;LAL;3;0;7.7;0.7;1.7;0.4;0;0;0;0.7;1.7;0.4;0.4;0.7;0.7;1;1;1;2;0.7;0;0;0;1.7;2
83;Malcolm Cazalon;SG;22;DET;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;Julian Champagnie;SF;22;SAS;14;5;14.6;1.9;5.3;0.365;1.4;3.8;0.377;0.5;1.5;0.333;0.5;0.6;0.8;0.727;0.4;1.4;1.8;0.9;0.4;0.7;0.9;1;5.9
85;Max Christie;SG;20;LAL;18;5;17.6;1.9;4.6;0.415;0.7;2.1;0.316;1.2;2.4;0.5;0.488;0.6;0.8;0.714;0.2;2.6;2.7;1;0.4;0.2;0.7;1.6;5
86;Sidy Cissoko;SF;19;SAS;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
87;Jordan Clarkson;SG;31;UTA;18;18;31.3;6.2;15.3;0.407;1.7;5.6;0.307;4.5;9.7;0.466;0.464;2.9;3.6;0.828;1.2;2.1;3.3;4.9;0.8;0.1;3.1;1.4;17.1
88;Nic Claxton;C;24;BRK;12;12;27.2;5.3;8.1;0.66;0;0;0;5.3;8.1;0.66;0.66;1.3;2.3;0.571;3.4;5.9;9.3;1.6;0.6;2.4;0.8;2.4;12
89;Noah Clowney;PF;19;BRK;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
90;Amir Coffey;SF;26;LAC;10;0;5.8;0.4;1.2;0.333;0;0.3;0;0.4;0.9;0.444;0.333;0.4;0.4;1;0.2;0.5;0.7;0.3;0.1;0;0.2;0.5;1.2
91;John Collins;PF;26;UTA;22;22;31;5.5;11.4;0.482;1.4;3.7;0.383;4.1;7.7;0.529;0.544;2;2.7;0.75;2.7;5.9;8.6;0.9;0.6;1;1.4;2.8;14.5
92;Zach Collins;C;26;SAS;21;20;28.8;5.1;10.7;0.482;1.1;4;0.271;4;6.6;0.612;0.533;2.3;2.9;0.8;2.1;4.1;6.2;3.9;0.7;0.7;2.7;3.4;13.7
93;Mike Conley;PG;36;MIN;21;21;29.8;3.7;8.4;0.441;2.2;5.2;0.418;1.5;3.2;0.478;0.571;1.5;1.6;0.97;0.4;2.6;3;6.1;1;0.1;1;1.9;11.1
94;Pat Connaughton;SF;31;MIL;18;0;23.1;2.1;5;0.422;1.1;3.3;0.339;1;1.7;0.581;0.533;0.4;0.7;0.667;0.7;2.8;3.5;2;0.5;0.2;0.8;1.1;5.8
95;Bilal Coulibaly;SF;19;WAS;20;1;26.4;3.3;6.2;0.532;1.1;2.7;0.415;2.2;3.6;0.62;0.621;1;1.5;0.655;0.6;3.4;4;1.7;1.1;0.7;1.5;1.9;8.7
96;Robert Covington;SF-PF;33;TOT;20;6;18;1.7;3.9;0.442;0.9;2.3;0.37;0.9;1.6;0.548;0.552;0.9;1.1;0.857;1.3;2.2;3.5;0.9;1.5;0.8;0.4;2;5.2
96;Robert Covington;PF;33;LAC;3;3;23;1;3;0.333;0.7;2.7;0.25;0.3;0.3;1;0.444;0.3;0.7;0.5;0.7;2;2.7;2.3;2;0.7;0;2.3;3
96;Robert Covington;SF;33;PHI;17;3;17.1;1.8;4;0.456;0.9;2.2;0.395;0.9;1.8;0.533;0.566;1;1.1;0.895;1.4;2.2;3.6;0.6;1.4;0.8;0.4;1.9;5.5
97;Torrey Craig;SF;33;CHI;23;7;21.2;2.1;4.9;0.438;1;2.7;0.393;1.1;2.2;0.49;0.545;0.6;0.7;0.867;1.9;3.1;5;1.1;0.7;0.4;0.6;2.4;5.9
98;Jae Crowder;PF;33;MIL;9;2;26.7;2.8;5.2;0.532;1.8;3.4;0.516;1;1.8;0.563;0.702;0.8;1.3;0.583;0.4;3.4;3.9;1.7;0.8;0.3;0.4;1.6;8.1
99;Cade Cunningham;PG;22;DET;22;22;34.9;8.1;19.4;0.42;2;6;0.344;6.1;13.4;0.454;0.473;3.7;4.1;0.89;0.5;3.3;3.8;7.3;1;0.2;4.3;2.7;22
100;Seth Curry;SG;33;DAL;17;1;11.6;1.6;4.1;0.4;0.9;2.3;0.385;0.8;1.8;0.419;0.507;0.4;0.5;0.875;0.5;0.9;1.4;0.9;0.6;0.1;0.3;0.8;4.6
101;Stephen Curry;PG;35;GSW;20;20;33.8;9;18.8;0.476;5.1;11.8;0.432;3.9;7;0.55;0.612;6.4;6.9;0.934;0.7;4.4;5.1;4.4;0.7;0.2;3.6;1.7;29.4
102;Dyson Daniels;PG;20;NOP;23;12;25.1;2.7;6.8;0.404;0.7;2.9;0.242;2;3.9;0.522;0.455;0.7;1.1;0.654;1.1;3.7;4.7;3.1;1.5;0.4;1.3;2;6.9
103;Anthony Davis;C;30;LAL;22;22;35;8.5;16;0.533;0.1;0.6;0.231;8.4;15.4;0.544;0.537;5.6;6.7;0.837;3.6;9;12.7;3.2;1;2.7;2;2.7;22.7
104;Johnny Davis;SG;21;WAS;14;0;9.1;1.4;2.9;0.475;0.1;0.2;0.333;1.3;2.6;0.486;0.488;0.3;0.4;0.8;0.6;0.8;1.4;0.4;0.5;0.1;0.4;0.7;3.1
105;Dexter Dennis;SG;24;DAL;2;0;3.5;1;3;0.333;0;1.5;0;1;1.5;0.667;0.333;0;0.5;0;0.5;0.5;1;0;0;0;0;0;2
106;DeMar DeRozan;SF;34;CHI;21;21;35.6;7.6;17.2;0.442;0.9;2.5;0.358;6.7;14.7;0.456;0.468;5.6;7;0.803;0.9;2.7;3.6;5;1;0.8;1.3;2;21.8
107;Moussa Diabaté;C;22;LAC;9;0;6.1;1;2;0.5;0;0;0;1;2;0.5;0.5;1;1.3;0.75;1.6;0.6;2.1;0.4;0.4;0;0.2;0.4;3
108;Gradey Dick;SG;20;TOR;15;1;14.7;1.1;4.2;0.27;0.7;2.7;0.244;0.5;1.5;0.318;0.349;0.9;0.9;1;0.5;1;1.5;1;0.3;0;0.8;1.5;3.9
109;Ousmane Dieng;PF;20;OKC;12;0;10.2;1.1;3.1;0.351;0.6;2.2;0.269;0.5;0.9;0.545;0.446;0.3;0.3;0.75;0.5;1.3;1.8;0.9;0.1;0;0.3;0.6;3
110;Spencer Dinwiddie;PG;30;BRK;20;20;31.4;4.7;11.9;0.397;2.2;6.5;0.338;2.5;5.4;0.467;0.489;3;3.8;0.8;0.5;3.4;3.9;6.3;0.8;0.2;1.7;1.6;14.6
111;Donte DiVincenzo;SG;27;NYK;21;3;20.4;3;7.2;0.421;2.2;5.1;0.426;0.9;2.1;0.409;0.572;0.6;0.9;0.684;0.7;2.1;2.8;1.7;0.9;0.3;1;1.4;8.9
112;Luka Don?i?;PG;24;DAL;20;20;35.9;11;22.5;0.488;3.9;10.2;0.382;7.1;12.3;0.576;0.575;6.1;7.9;0.766;0.7;7.7;8.4;8.7;1.3;0.5;3.9;1.8;31.9
113;Luguentz Dort;SF;24;OKC;21;21;28.2;3.3;7.8;0.429;1.6;4.1;0.379;1.8;3.6;0.487;0.531;2;2.5;0.827;1.3;2.8;4.1;1.2;0.9;0.8;1;3;10.3
114;Ayo Dosunmu;SG;24;CHI;21;1;18.2;2.5;5;0.491;0.8;2.3;0.354;1.7;2.8;0.603;0.571;0.7;0.9;0.778;0.4;1.3;1.7;1.8;0.7;0.1;0.8;1.6;6.4
115;Andre Drummond;C;30;CHI;23;0;13.2;2.3;4.6;0.509;0;0;0;2.3;4.6;0.514;0.509;1.2;2.2;0.56;2.8;3.8;6.7;0.6;1;0.3;1.1;1.7;5.9
116;Chris Duarte;SF;26;SAC;18;5;14.3;1.6;3.9;0.394;0.8;2.3;0.333;0.8;1.6;0.483;0.493;0.6;0.8;0.714;0.2;1.7;1.9;0.9;0.7;0.1;0.6;2.6;4.4
117;Kris Dunn;PG;29;UTA;14;1;10.9;1.6;3.7;0.423;0.4;0.9;0.385;1.2;2.8;0.436;0.471;0.4;0.7;0.6;0.4;1.6;1.9;1.9;0.5;0.1;1.1;1.4;3.9
118;Kevin Durant;PF;35;PHO;19;19;36.7;10.6;20.4;0.521;2.3;4.6;0.5;8.3;15.8;0.527;0.577;7.4;8.3;0.892;0.3;6.2;6.5;5.7;0.7;1.2;3.6;1.9;31
119;Jalen Duren;C;20;DET;14;13;28.9;5.7;9.1;0.63;0;0.1;0;5.7;8.9;0.64;0.63;1.1;2;0.571;3.4;7.6;10.9;2.5;0.6;1.4;2.7;3.4;12.6
120;Tari Eason;PF;22;HOU;12;0;18.2;2.5;5.8;0.429;0.7;1.8;0.364;1.8;4;0.458;0.486;0.9;1.4;0.647;1.6;4.5;6.1;1.3;0.4;1.2;0.7;1.9;6.6
121;Anthony Edwards;SG;22;MIN;19;19;33.5;8.5;18.7;0.452;2.4;6.3;0.378;6.1;12.5;0.489;0.515;5.1;5.8;0.865;0.7;4.9;5.6;4.8;1.2;0.5;3.1;1.8;24.4
122;Kessler Edwards;SF;23;SAC;15;0;6.1;0.4;1.4;0.286;0.3;0.9;0.286;0.1;0.5;0.286;0.381;0.1;0.1;0.5;0.2;0.8;1;0.3;0.1;0.1;0.1;0.6;1.1
123;Keon Ellis;SG;24;SAC;13;2;11.4;1.2;2.8;0.432;0.7;2.2;0.31;0.5;0.6;0.875;0.554;0.6;1;0.615;0.3;1.1;1.4;0.8;0.5;0.3;0.6;1.2;3.8
124;Joel Embiid;C;29;PHI;18;18;34.8;10.9;21.3;0.51;1.1;3.3;0.322;9.8;18.1;0.545;0.535;10.5;12;0.875;3.4;8.1;11.5;6.4;1;1.9;3.7;2.8;33.3
125;Drew Eubanks;C;26;PHO;21;0;17.8;2.7;4.6;0.588;0.1;0.1;1;2.6;4.5;0.579;0.598;1.2;1.4;0.833;1.5;3;4.5;1.4;0.2;1;1.1;2.1;6.7
126;Dante Exum;PG;28;DAL;18;2;12.7;2.4;4.8;0.494;0.4;1.3;0.292;2;3.5;0.571;0.534;0.7;1.1;0.632;0.6;2.1;2.7;2.1;0.4;0.1;0.3;1.1;5.8
127;Bruno Fernando;C;25;ATL;5;0;3.2;0.6;1.8;0.333;0;0.2;0;0.6;1.6;0.375;0.333;0.2;0.2;1;0.6;0.2;0.8;0;0;0;0.8;0.6;1.4
128;Dorian Finney-Smith;PF;30;BRK;20;17;31.1;4.1;8.7;0.471;2.7;5.9;0.449;1.5;2.8;0.518;0.624;0.2;0.3;0.667;2.1;3.3;5.4;1.3;0.6;0.7;0.9;2.3;11.1
129;Malachi Flynn;PG;25;TOR;22;0;16.1;1.9;4.5;0.42;0.9;2.6;0.328;1;1.9;0.548;0.515;0.6;0.8;0.778;0.4;1.5;1.9;2.2;0.7;0.2;0.9;1.3;5.3
130;Simone Fontecchio;SF;28;UTA;20;7;18.8;2.6;6.1;0.426;1.6;4.3;0.376;1;1.9;0.541;0.557;0.5;0.6;0.75;0.7;1.8;2.5;1.2;0.4;0.4;1.1;1.5;7.3
131;Jordan Ford;PG;25;SAC;5;0;2.8;0.4;1;0.4;0.2;0.4;0.5;0.2;0.6;0.333;0.5;0.4;0.4;1;0;0.2;0.2;0.2;0;0;0;0;1.4
132;Trent Forrest;SG;25;ATL;5;0;8.6;0.6;1.8;0.333;0;0;0;0.6;1.8;0.333;0.333;0.8;0.8;1;0.4;0;0.4;1.6;0;0;0.4;0.8;2
133;Evan Fournier;SG;31;NYK;1;0;16;1;6;0.167;0;4;0;1;2;0.5;0.167;0;0;0;0;1;1;1;1;0;0;2;2
134;De'Aaron Fox;PG;26;SAC;15;15;36.5;10.7;22.5;0.478;3;8.1;0.369;7.7;14.3;0.54;0.545;6.1;8.3;0.734;1.1;3.6;4.7;6.5;1.5;0.3;2.3;2.7;30.5
135;Alex Fudge;SF;20;LAL;4;0;3.5;0.3;1.5;0.167;0;0.5;0;0.3;1;0.25;0.167;0.5;0.5;1;0.5;0;0.5;0;0;0;0.3;0.3;1
136;Markelle Fultz;PG;25;ORL;5;5;28.6;5.4;11.2;0.482;0;0.6;0;5.4;10.6;0.509;0.482;0.6;0.8;0.75;1.6;1.8;3.4;4;1.2;0.4;1.2;1.2;11.4
137;Daniel Gafford;C;25;WAS;19;19;24.8;4.2;6.1;0.69;0;0;0;4.2;6.1;0.69;0.69;1.5;2.3;0.651;2.6;4.6;7.2;1.7;0.6;2.1;1.1;3.4;9.9
138;Danilo Gallinari;PF;35;WAS;19;0;15.9;2.6;5.8;0.45;0.8;2.7;0.308;1.8;3.1;0.576;0.523;1.6;2;0.816;0.5;2.7;3.3;1.5;0.3;0.2;0.4;1.2;7.7
139;Darius Garland;PG;24;CLE;17;17;33.4;7.1;15.1;0.473;1.5;4.7;0.325;5.6;10.4;0.54;0.523;3.8;4.6;0.823;0.6;2.1;2.6;6.1;1.6;0.2;3.9;1.6;19.6
140;Luka Garza;C;25;MIN;5;0;3.2;0.8;2.2;0.364;0;0.4;0;0.8;1.8;0.444;0.364;1;1.6;0.625;0.6;0.6;1.2;0.2;0;0;0.2;0.8;2.6
141;Kaiser Gates;SF;27;NOP;1;0;7;0;4;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
142;Keyonte George;PG;20;UTA;22;14;26.4;3.3;9.6;0.344;1.5;5.1;0.304;1.8;4.5;0.39;0.425;2.4;3.1;0.765;0.5;2.6;3.1;5.1;0.5;0.1;2.3;1.1;10.5
143;Paul George;PF;33;LAC;21;21;35.8;8;18;0.447;3.2;8.3;0.391;4.8;9.7;0.495;0.537;4;4.4;0.924;0.6;5.2;5.8;4;1.8;0.2;2.3;2.9;23.4
144;Josh Giddey;SG;21;OKC;21;21;26.1;5;11.9;0.416;0.8;2.5;0.302;4.2;9.4;0.447;0.448;1;1.3;0.778;1.5;4.3;5.8;4.2;0.9;0.4;2.5;1.4;11.7
145;Harry Giles;C;25;BRK;3;0;5.7;3;4;0.75;0.3;1;0.333;2.7;3;0.889;0.792;0.3;1;0.333;0.7;0.7;1.3;0;0;0.3;0.3;0.7;6.7
146;Shai Gilgeous-Alexander;PG;25;OKC;20;20;35.1;11.2;20.6;0.544;1.2;3.3;0.348;10.1;17.3;0.581;0.572;6.9;7.6;0.914;0.9;4.7;5.6;6.2;2.8;0.9;2.1;2.6;30.5
147;Anthony Gill;PF;31;WAS;12;0;6;0.9;2;0.458;0;0.3;0;0.9;1.7;0.55;0.458;0.8;1;0.833;0.6;0.8;1.3;0.4;0.3;0.3;0.6;0.5;2.7
148;Collin Gillespie;PG;24;DEN;10;0;8.1;0.8;1.9;0.421;0.3;1.2;0.25;0.5;0.7;0.714;0.5;0.1;0.1;1;0;0.3;0.3;0.8;0.5;0;0.4;0.9;2
149;Jacob Gilyard;PG;25;MEM;16;7;14.8;1.2;2.8;0.422;1;2.5;0.4;0.2;0.3;0.6;0.6;0.1;0.1;1;0.4;0.8;1.1;2.8;0.6;0.1;0.5;1;3.4
150;Rudy Gobert;C;31;MIN;21;21;32.8;5.1;8.2;0.618;0;0;0;5.1;8.2;0.618;0.618;3.3;5.2;0.636;4;8.5;12.4;1.1;0.6;2.5;1.6;2.9;13.5
151;Jordan Goodwin;PG;25;PHO;22;0;17.1;2.4;5.9;0.4;1;2.7;0.35;1.4;3.2;0.443;0.481;0.7;0.8;0.833;1.2;2.7;3.9;2.2;0.7;0.3;0.8;1.2;6.4
152;Aaron Gordon;PF;28;DEN;19;19;33.1;5.3;10.9;0.486;0.5;2.2;0.22;4.8;8.8;0.551;0.507;1.4;2.9;0.491;2.6;4.5;7.1;3.6;1.1;0.8;1.6;1.8;12.5
153;Eric Gordon;SG;35;PHO;20;16;32.1;5.6;11.8;0.472;2.8;6.9;0.409;2.8;4.9;0.561;0.591;0.7;0.8;0.813;0.4;1.8;2.1;3;1.1;0.6;1.6;1.6;14.6
154;Devonte' Graham;PG;28;SAS;3;0;12;0.7;2.3;0.286;0;1.3;0;0.7;1;0.667;0.286;1.3;1.7;0.8;0.3;0.3;0.7;3.7;0.7;0.3;0.7;0.7;2.7
155;Jerami Grant;PF;29;POR;19;19;34.9;7.3;16.7;0.437;2.6;6.3;0.412;4.7;10.5;0.452;0.514;4.9;5.9;0.83;0.7;3.2;3.8;2.2;0.8;0.9;2.5;2.2;22.1
156;A.J. Green;SG;24;MIL;14;0;7.9;1;2.5;0.4;0.8;2.1;0.367;0.2;0.4;0.6;0.557;0.1;0.1;1;0.1;0.5;0.6;0.6;0;0;0;0.6;2.9
157;Danny Green;SG;36;PHI;2;0;9;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0;1;1;0.5;0.5;0;0;0.5;0
158;Draymond Green;PF;33;GSW;14;14;25.7;3.6;7.2;0.495;1.3;2.9;0.45;2.3;4.4;0.525;0.584;1.8;2.1;0.833;1.6;4.2;5.8;6.1;0.4;0.8;2.4;3;10.2
159;Jalen Green;SG;21;HOU;19;19;31.7;6.4;15.1;0.427;2.1;6.2;0.339;4.3;8.8;0.488;0.497;4.2;5.3;0.79;0.4;4.3;4.6;3.1;0.5;0.4;2.4;1.5;19.1
160;Jeff Green;PF;37;HOU;18;0;15.2;1.9;3.6;0.531;0.4;1.2;0.318;1.5;2.3;0.643;0.586;1.7;2.2;0.775;0.8;1.5;2.3;0.6;0.2;0.4;0.6;1.2;5.9
161;Josh Green;SG;23;DAL;18;5;25.2;2.6;6.1;0.422;1.3;3.5;0.365;1.3;2.6;0.5;0.528;0.5;0.9;0.529;0.6;2.3;2.9;2.4;0.9;0.2;0.9;1.7;6.9
162;AJ Griffin;SF;20;ATL;11;0;9.2;0.9;3;0.303;0.7;2.2;0.333;0.2;0.8;0.222;0.424;0.2;0.2;1;0.2;0.7;0.9;0.3;0.1;0;0.4;0.5;2.7
163;Quentin Grimes;SG;23;NYK;19;18;22.7;2.2;5.9;0.372;1.7;4.8;0.352;0.5;1.2;0.455;0.513;0.1;0.2;0.667;0.2;1.1;1.3;1.2;0.7;0;0.6;1.8;6.2
164;Mouhamed Gueye;PF;21;ATL;2;0;2;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0
165;Rui Hachimura;PF;25;LAL;14;1;23;4.3;8.6;0.5;1.2;3;0.405;3.1;5.6;0.551;0.571;1.6;2.1;0.767;0.9;2.6;3.5;1.1;0.8;0.2;0.9;1.6;11.4
166;Tyrese Haliburton;PG;23;IND;18;18;34.4;9.4;17.9;0.525;3.9;8.9;0.441;5.4;8.9;0.609;0.635;4.2;4.8;0.884;0.7;3.4;4.2;12.1;1;0.7;2.2;1.1;26.9
167;R.J. Hampton;PG;22;MIA;1;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;Tim Hardaway Jr.;SF;31;DAL;19;0;27.7;5.7;13.5;0.424;3.5;9.1;0.384;2.3;4.5;0.506;0.553;2;2.3;0.884;0.4;3.1;3.4;1.5;0.2;0;0.8;1.1;16.9
169;James Harden;SG;34;LAC;16;16;33.6;4.7;10.2;0.46;2.4;5.9;0.404;2.3;4.3;0.536;0.577;4;4.7;0.853;0.3;4.1;4.4;6.8;1.6;0.5;2.3;1.9;15.8
170;Jaden Hardy;SG;21;DAL;17;0;11.2;2.2;5.8;0.388;0.8;2.6;0.289;1.5;3.1;0.472;0.454;1.1;1.6;0.667;0.5;1.3;1.8;1.4;0.3;0;0.8;1.1;6.3
171;Ron Harper Jr.;PF;23;TOR;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
172;Gary Harris;SG;29;ORL;17;3;21.6;2.7;6.1;0.447;1.5;4.2;0.361;1.2;1.8;0.645;0.573;1.1;1.4;0.792;0.5;1.4;1.9;1.8;0.9;0.2;0.5;1.5;8.1
173;Joe Harris;SG;32;DET;8;0;12.6;1.1;3.3;0.346;0.8;2.4;0.316;0.4;0.9;0.429;0.462;0;0;0;0.3;0.6;0.9;0.8;0.3;0.1;0.4;1.5;3
174;Tobias Harris;PF;31;PHI;21;21;35.1;6.6;12.9;0.511;1;3;0.313;5.6;9.8;0.573;0.548;3.1;3.5;0.89;1;5.1;6.1;2.6;1;0.3;1.9;1.7;17.2
175;Shaquille Harrison;SG;30;MEM;3;0;2;0.3;0.7;0.5;0;0;0;0.3;0.7;0.5;0.5;0;0;0;0;0.7;0.7;0;0;0.3;0;0;0.7
176;Josh Hart;SF;28;NYK;21;5;28.5;3.3;6.9;0.476;1.1;3;0.371;2.2;4;0.554;0.555;0.5;0.7;0.733;1;5;6.1;2.7;1;0.3;1;1.9;8.2
177;Isaiah Hartenstein;C;25;NYK;21;0;17.6;2.1;3.8;0.563;0;0.1;0.333;2.1;3.7;0.571;0.569;1;1.5;0.656;2.6;3;5.6;1.2;0.9;0.6;0.8;2.7;5.3
178;Sam Hauser;SF;26;BOS;21;2;22.8;3.2;7;0.459;2.7;6.2;0.435;0.5;0.8;0.647;0.652;0.4;0.5;0.8;0.9;2.7;3.6;0.9;0.5;0.4;0.6;1.5;9.6
